Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
NA	contig_10	3928	4194	+	blaI	penicillinase repressor BlaI	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	89	126	70.63	96.63	89	WP_001284656.1	penicillinase repressor BlaI	NA	NA
NA	contig_11	132836	133483	+	set	staphylococcal enterotoxin type T	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	216	216	100.00	100.00	216	BAG06666.1	staphylococcal enterotoxin type T	NA	NA
NA	contig_11	133906	134604	+	sej	staphylococcal enterotoxin type J	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	233	268	86.94	97.42	233	AAC78590.1	staphylococcal enterotoxin type J	NA	NA
NA	contig_11	134701	135105	-	ser	staphylococcal enterotoxin type R	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	135	259	52.12	96.30	135	EVY93839.1	staphylococcal enterotoxin type R	NA	NA
NA	contig_11	137768	138331	-	qacR	multidrug-binding transcriptional regulator QacR	plus	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	188	188	100.00	99.47	188	ADK23698.1	multidrug-binding transcriptional regulator QacR	NA	NA
NA	contig_11	138549	140048	+	qacA	quaternary ammonium compound efflux MFS transporter QacA	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTX	500	514	97.28	100.00	500	WP_000622776.1	quaternary ammonium compound efflux MFS transporter QacA	NA	NA
NA	contig_16	70466	70672	-	scn	complement inhibitor SCIN-A	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	69	116	59.48	100.00	69	ADL23798.1	complement inhibitor SCIN-A	NA	NA
NA	contig_22	28879	29421	+	fusC	FusC family fusidic acid resistance EF-G-binding protein	core	AMR	AMR	FUSIDIC ACID	FUSIDIC ACID	PARTIALX	181	212	85.38	96.13	181	WP_001033157.1	fusidic acid resistance EF-G-binding protein FusC	NA	NA
NA	contig_22	42804	44552	-	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	core	AMR	AMR	BETA-LACTAM	METHICILLIN	PARTIALX	583	668	87.28	100.00	583	WP_000721306.1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	NA	NA
NA	contig_22	90093	91331	-	aur	zinc metalloproteinase aureolysin	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	413	509	81.14	94.92	413	EHO93748.1	zinc metalloproteinase aureolysin	NA	NA
